family,family_label,label,threshold_value,threshold_unit,constraint_type,mean_feasible_ratio,mean_feasible_percent,std_feasible_ratio,std_feasible_percent,selected_hardness,selected_target_ratio,selected_target_percent
pm,Phasenreserve PM,pm>=22.1 deg,22.105263157894736,deg,minimum,0.24666666666666667,24.666666666666668,0.03022140521771503,3.022140521771503,,nan,nan
pm,Phasenreserve PM,pm>=25.3 deg,25.263157894736842,deg,minimum,0.20533333333333334,20.533333333333335,0.021145002036204938,2.114500203620494,medium,0.2,20.0
pm,Phasenreserve PM,pm>=28.4 deg,28.42105263157895,deg,minimum,0.17766666666666667,17.766666666666666,0.023383279876394113,2.338327987639411,,nan,nan
pm,Phasenreserve PM,pm>=31.6 deg,31.578947368421055,deg,minimum,0.15,15.0,0.02371122565837165,2.3711225658371653,,nan,nan
pm,Phasenreserve PM,pm>=34.7 deg,34.73684210526316,deg,minimum,0.11933333333333333,11.933333333333334,0.014514360704718163,1.4514360704718163,,nan,nan
pm,Phasenreserve PM,pm>=37.9 deg,37.89473684210526,deg,minimum,0.10166666666666667,10.166666666666666,0.021252450839060112,2.125245083906011,,nan,nan
pm,Phasenreserve PM,pm>=41.1 deg,41.05263157894737,deg,minimum,0.08633333333333333,8.633333333333333,0.013780017739062924,1.3780017739062924,,nan,nan
pm,Phasenreserve PM,pm>=44.2 deg,44.21052631578947,deg,minimum,0.062,6.2,0.015999999999999997,1.5999999999999996,,nan,nan
pm,Phasenreserve PM,pm>=47.4 deg,47.36842105263158,deg,minimum,0.042666666666666665,4.266666666666667,0.011623730516108462,1.1623730516108461,hard,0.05,5.0
pm,Phasenreserve PM,pm>=50.5 deg,50.526315789473685,deg,minimum,0.024666666666666667,2.466666666666667,0.006359594676112971,0.6359594676112971,,nan,nan
pm,Phasenreserve PM,pm>=53.7 deg,53.68421052631579,deg,minimum,0.019333333333333334,1.9333333333333333,0.0032659863237109042,0.32659863237109044,,nan,nan
pm,Phasenreserve PM,pm>=56.8 deg,56.8421052631579,deg,minimum,0.014333333333333333,1.4333333333333333,0.0066749947981669285,0.6674994798166929,,nan,nan
pm,Phasenreserve PM,pm>=60.0 deg,60.0,deg,minimum,0.018666666666666668,1.866666666666667,0.007774602526460401,0.77746025264604,,nan,nan
